scenario,base_scenario,replicate,seed,burn_in_deaths,analyzed_target_deaths,total_deaths_simulated,n_observed_deaths_analyzed,stopped_by_target,burn_in_time,raw_final_time,total_time_for_analyzed_1000_deaths_after_burnin,observed_death_rate_after_burnin,mean_inter_death_time_after_burnin,median_inter_death_time_after_burnin,accepted_activations_total,activation_candidates,death_candidates,activation_rejected,death_rejected,active_center_expirations,erk_zone_expirations,all_proposals,spatial_bins_per_axis_for_plot,t_zone_area,outside_t_zone_area,t_zone_observed_deaths,outside_t_zone_observed_deaths,t_zone_observed_fraction,t_zone_area_fraction,t_zone_death_density,outside_t_zone_death_density,t_zone_density_ratio,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_binomial_null_probability_area_fraction,t_zone_binomial_observed_fraction,t_zone_binomial_p_value_greater,t_zone_binomial_significant_0p05,lambda_a_1,lambda_a_T,lambda_a_c,lambda_a_T_over_lambda_a_c,lambda_d,beta_a_R,beta_a_T,beta_d_R,beta_d_T
T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2__rep05,T0p5_c0p005_ratio_1e2_betaR2p5_betaT1p2,5,1005,500,1000,1500,1000,True,13.555724767030387,38.26862086609586,24.71289609906547,40.46470296283144,0.024712896099065473,0.017119674120102957,17160,19071,3882,1911,2382,16724,1455,41132,20,44.44444444444445,55.55555555555555,449,551,0.449,0.4444444444444445,10.1025,9.918000000000001,1.0186025408348456,449,1000,0.4444444444444445,0.449,0.3977504445784189,False,5.0,0.5,0.005,100.0,1.0,2.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0__rep01,T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0,1,1001,500,1000,1500,1000,True,16.522515896255733,48.62572772299412,32.10321182673839,31.14953124930359,0.032103211826738386,0.02228783505122678,17716,24517,4946,6801,3446,17539,1464,48466,20,44.44444444444445,55.55555555555555,486,514,0.486,0.4444444444444445,10.934999999999999,9.252,1.181906614785992,486,1000,0.4444444444444445,0.486,0.004564342823963792,True,5.0,0.5,0.005,100.0,1.0,2.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0__rep02,T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0,2,1002,500,1000,1500,1000,True,18.894014367985864,48.98445862474578,30.090444256759913,33.233141773084554,0.030090444256759913,0.019041037721313714,15893,24633,4868,8740,3368,15722,1458,46681,20,44.44444444444445,55.55555555555555,476,524,0.476,0.4444444444444445,10.709999999999999,9.432,1.1354961832061068,476,1000,0.4444444444444445,0.476,0.02422305508228164,True,5.0,0.5,0.005,100.0,1.0,2.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0__rep03,T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0,3,1003,500,1000,1500,1000,True,15.221520975496535,45.49535489246634,30.273833916969803,33.031825527702864,0.030273833916969802,0.020410589909261034,15447,22881,4567,7434,3067,15282,1455,44185,20,44.44444444444445,55.55555555555555,474,526,0.474,0.4444444444444445,10.665,9.468000000000002,1.1264258555133078,474,1000,0.4444444444444445,0.474,0.032401106895754914,True,5.0,0.5,0.005,100.0,1.0,2.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0__rep04,T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0,4,1004,500,1000,1500,1000,True,17.95453606563799,50.872130618502375,32.91759455286439,30.378890486485535,0.03291759455286439,0.022376534836963557,15479,25324,5024,9845,3524,15321,1461,47130,20,44.44444444444445,55.55555555555555,524,476,0.524,0.4444444444444445,11.79,8.568000000000001,1.376050420168067,524,1000,0.4444444444444445,0.524,2.6828601851261146e-07,True,5.0,0.5,0.005,100.0,1.0,2.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0__rep05,T0p5_c0p005_ratio_1e2_betaR2p5_betaT2p0,5,1005,500,1000,1500,1000,True,17.70060606107591,46.7916431193592,29.09103705828329,34.374848789217125,0.02909103705828329,0.019904993336483656,16071,23527,4734,7456,3234,15872,1440,45573,20,44.44444444444445,55.55555555555555,475,525,0.475,0.4444444444444445,10.687499999999998,9.450000000000001,1.1309523809523807,475,1000,0.4444444444444445,0.475,0.02806467620653908,True,5.0,0.5,0.005,100.0,1.0,2.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0__rep01,T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0,1,1001,500,1000,1500,1000,True,26.94293137913698,86.04212631172054,59.09919493258356,16.92070426916532,0.05909919493258356,0.03421339524629374,14642,43320,8593,28678,7093,14562,1472,67947,20,44.44444444444445,55.55555555555555,636,364,0.636,0.4444444444444445,14.309999999999999,6.5520000000000005,2.184065934065934,636,1000,0.4444444444444445,0.636,3.432555838262965e-34,True,5.0,0.5,0.005,100.0,1.0,2.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0__rep02,T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0,2,1002,500,1000,1500,1000,True,35.14840430728021,96.70797600175037,61.55957169447016,16.24442751101579,0.061559571694470155,0.037632592326527714,15526,48999,9681,33473,8181,15494,1491,75665,20,44.44444444444445,55.55555555555555,644,356,0.644,0.4444444444444445,14.489999999999998,6.408,2.2612359550561796,644,1000,0.4444444444444445,0.644,5.639256993186363e-37,True,5.0,0.5,0.005,100.0,1.0,2.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0__rep03,T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0,3,1003,500,1000,1500,1000,True,34.91303111833829,98.52884069205376,63.615809573715474,15.719362949256187,0.06361580957371547,0.043026984696332704,14122,49246,9948,35124,8448,14056,1474,74724,20,44.44444444444445,55.55555555555555,651,349,0.651,0.4444444444444445,14.647499999999997,6.282000000000001,2.3316618911174776,651,1000,0.4444444444444445,0.651,1.6446747192495102e-39,True,5.0,0.5,0.005,100.0,1.0,2.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0__rep04,T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0,4,1004,500,1000,1500,1000,True,34.01818876939089,98.89788597075557,64.87969720136468,15.413142217608346,0.06487969720136467,0.038797934238694154,14729,49544,9770,34815,8270,14654,1464,75432,20,44.44444444444445,55.55555555555555,636,364,0.636,0.4444444444444445,14.309999999999999,6.5520000000000005,2.184065934065934,636,1000,0.4444444444444445,0.636,3.432555838262965e-34,True,5.0,0.5,0.005,100.0,1.0,2.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0__rep05,T0p5_c0p005_ratio_1e2_betaR2p5_betaT3p0,5,1005,500,1000,1500,1000,True,34.79359858664322,88.18239435767656,53.38879577103334,18.730521742589307,0.05338879577103334,0.03289475773994255,13939,43744,8653,29805,7153,13908,1484,67789,20,44.44444444444445,55.55555555555555,598,402,0.598,0.4444444444444445,13.454999999999998,7.236000000000001,1.8594527363184075,598,1000,0.4444444444444445,0.598,1.4171603488829819e-22,True,5.0,0.5,0.005,100.0,1.0,2.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0__rep01,T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0,1,1001,500,1000,1500,1000,True,91.76814985226059,231.82343036641063,140.05528051415004,7.140037821701183,0.14005528051415003,0.07605258458334418,15281,116772,23237,101491,21737,15262,1487,156758,20,44.44444444444445,55.55555555555555,763,237,0.763,0.4444444444444445,17.167499999999997,4.266,4.0242616033755265,763,1000,0.4444444444444445,0.763,1.5823531439296865e-93,True,5.0,0.5,0.005,100.0,1.0,2.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0__rep02,T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0,2,1002,500,1000,1500,1000,True,85.8660734086704,250.29211109170663,164.4260376830362,6.08176183098019,0.1644260376830362,0.08119935532646139,15731,125785,24912,110054,23412,15683,1481,167861,20,44.44444444444445,55.55555555555555,794,206,0.794,0.4444444444444445,17.865,3.708,4.817961165048543,794,1000,0.4444444444444445,0.794,1.8256086467511485e-113,True,5.0,0.5,0.005,100.0,1.0,2.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0__rep03,T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0,3,1003,500,1000,1500,1000,True,73.36315515566773,225.97950315800853,152.6163480023408,6.55237799285213,0.1526163480023408,0.07136359027745698,14250,112576,22603,98326,21103,14227,1486,150892,20,44.44444444444445,55.55555555555555,776,224,0.776,0.4444444444444445,17.459999999999997,4.032,4.330357142857142,776,1000,0.4444444444444445,0.776,1.3533133037149113e-101,True,5.0,0.5,0.005,100.0,1.0,2.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0__rep04,T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0,4,1004,500,1000,1500,1000,True,77.1690745636334,226.30439786067964,149.13532329704623,6.70531955738085,0.14913532329704624,0.07627089394868847,14633,113002,22791,98369,21291,14612,1491,151896,20,44.44444444444445,55.55555555555555,770,230,0.77,0.4444444444444445,17.325,4.140000000000001,4.184782608695651,770,1000,0.4444444444444445,0.77,8.059979010026292e-98,True,5.0,0.5,0.005,100.0,1.0,2.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0__rep05,T0p5_c0p005_ratio_1e2_betaR2p5_betaT5p0,5,1005,500,1000,1500,1000,True,78.69375344469616,225.45716702702506,146.7634135823289,6.813687250733213,0.1467634135823289,0.07762839167316571,14771,112150,22434,97379,20934,14755,1487,150826,20,44.44444444444445,55.55555555555555,745,255,0.745,0.4444444444444445,16.7625,4.590000000000001,3.651960784313725,745,1000,0.4444444444444445,0.745,5.072148168428196e-83,True,5.0,0.5,0.005,100.0,1.0,2.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2__rep01,T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2,1,1001,500,1000,1500,1000,True,21.78945538139179,55.6061618751323,33.81670649374051,29.57118252142918,0.03381670649374051,0.023019776745767828,15210,27844,5721,12634,4221,15030,1462,50057,20,44.44444444444445,55.55555555555555,520,480,0.52,0.4444444444444445,11.7,8.64,1.3541666666666665,520,1000,0.4444444444444445,0.52,9.698215740506038e-07,True,5.0,0.5,0.005,100.0,1.0,3.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2__rep02,T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2,2,1002,500,1000,1500,1000,True,21.040316738984117,55.57749677437921,34.537180035395096,28.954303709079884,0.0345371800353951,0.022875178834130594,15299,27933,5542,12634,4042,14993,1468,49936,20,44.44444444444445,55.55555555555555,503,497,0.503,0.4444444444444445,11.317499999999999,8.946000000000002,1.265090543259557,503,1000,0.4444444444444445,0.503,0.000114936813435278,True,5.0,0.5,0.005,100.0,1.0,3.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2__rep03,T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2,3,1003,500,1000,1500,1000,True,23.8383972406537,59.329756825058375,35.49135958440468,28.175871865991063,0.03549135958440468,0.02516962830640246,16213,29664,5963,13451,4463,15908,1474,53009,20,44.44444444444445,55.55555555555555,479,521,0.479,0.4444444444444445,10.777499999999998,9.378,1.1492322456813817,479,1000,0.4444444444444445,0.479,0.015246967701662732,True,5.0,0.5,0.005,100.0,1.0,3.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2__rep04,T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2,4,1004,500,1000,1500,1000,True,26.17868507558264,59.93156783898539,33.75288276340275,29.627099024687464,0.033752882763402756,0.02151800324059394,15261,29871,6010,14610,4510,14975,1462,52318,20,44.44444444444445,55.55555555555555,526,474,0.526,0.4444444444444445,11.834999999999999,8.532,1.3871308016877637,526,1000,0.4444444444444445,0.526,1.3786449861765558e-07,True,5.0,0.5,0.005,100.0,1.0,3.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2__rep05,T0p5_c0p005_ratio_1e2_betaR3p5_betaT1p2,5,1005,500,1000,1500,1000,True,26.274622908768567,58.49062783163697,32.21600492286841,31.04047203848525,0.032216004922868406,0.020722202592203587,14656,29117,5931,14461,4431,14393,1463,50904,20,44.44444444444445,55.55555555555555,504,496,0.504,0.4444444444444445,11.339999999999998,8.928,1.2701612903225803,504,1000,0.4444444444444445,0.504,8.948164528875078e-05,True,5.0,0.5,0.005,100.0,1.0,3.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0__rep01,T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0,1,1001,500,1000,1500,1000,True,56.32460026950969,159.92958874761447,103.60498847810479,9.652044893681289,0.10360498847810479,0.06485005375326836,15294,80102,16050,64808,14550,15255,1488,112895,20,44.44444444444445,55.55555555555555,788,212,0.788,0.4444444444444445,17.729999999999997,3.8160000000000003,4.646226415094339,788,1000,0.4444444444444445,0.788,2.0452834165120751e-109,True,5.0,0.5,0.005,100.0,1.0,3.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0__rep02,T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0,2,1002,500,1000,1500,1000,True,52.989743890661494,168.35129844997078,115.3615545593093,8.668399137130935,0.1153615545593093,0.07188435025115325,14996,84933,16778,69937,15278,14959,1491,118161,20,44.44444444444445,55.55555555555555,791,209,0.791,0.4444444444444445,17.7975,3.7620000000000005,4.730861244019138,791,1000,0.4444444444444445,0.791,1.98548022812542e-111,True,5.0,0.5,0.005,100.0,1.0,3.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0__rep03,T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0,3,1003,500,1000,1500,1000,True,62.898828011907455,182.0708604245669,119.17203241265943,8.391230557663727,0.11917203241265943,0.07521362802544473,15848,91208,18200,75360,16700,15806,1489,126703,20,44.44444444444445,55.55555555555555,786,214,0.786,0.4444444444444445,17.685,3.8520000000000003,4.591121495327102,786,1000,0.4444444444444445,0.786,4.3622016146812334e-108,True,5.0,0.5,0.005,100.0,1.0,3.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0__rep04,T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0,4,1004,500,1000,1500,1000,True,47.60442541052686,149.0811967504015,101.47677133987463,9.854471982072774,0.10147677133987464,0.06636283102247731,14895,74211,14839,59316,13339,14808,1478,105336,20,44.44444444444445,55.55555555555555,742,258,0.742,0.4444444444444445,16.694999999999997,4.644,3.594961240310077,742,1000,0.4444444444444445,0.742,2.41787678107618e-81,True,5.0,0.5,0.005,100.0,1.0,3.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0__rep05,T0p5_c0p005_ratio_1e2_betaR3p5_betaT2p0,5,1005,500,1000,1500,1000,True,53.89529577982273,153.18653815199485,99.29124237217212,10.071381685926665,0.09929124237217211,0.05575863317613994,14094,76288,15392,62194,13892,14022,1482,107184,20,44.44444444444445,55.55555555555555,758,242,0.758,0.4444444444444445,17.054999999999996,4.356000000000001,3.9152892561983457,758,1000,0.4444444444444445,0.758,1.5622330393279484e-90,True,5.0,0.5,0.005,100.0,1.0,3.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0__rep01,T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0,1,1001,500,1000,1500,1000,True,104.26223232570067,292.88865411546857,188.6264217897679,5.301484227456439,0.1886264217897679,0.11421247205692708,15913,147280,29516,131367,28016,15891,1494,194181,20,44.44444444444445,55.55555555555555,817,183,0.817,0.4444444444444445,18.382499999999997,3.2940000000000005,5.580601092896173,817,1000,0.4444444444444445,0.817,6.869381671917526e-130,True,5.0,0.5,0.005,100.0,1.0,3.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0__rep02,T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0,2,1002,500,1000,1500,1000,True,119.83762448695411,322.8761200615003,203.03849557454618,4.9251743969549215,0.20303849557454617,0.11381126044649648,16671,162514,32326,145843,30826,16653,1498,212991,20,44.44444444444445,55.55555555555555,847,153,0.847,0.4444444444444445,19.057499999999997,2.7540000000000004,6.919934640522873,847,1000,0.4444444444444445,0.847,1.206867683838688e-153,True,5.0,0.5,0.005,100.0,1.0,3.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0__rep03,T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0,3,1003,500,1000,1500,1000,True,123.91526786545035,324.1733802878231,200.25811242237273,4.993555506459875,0.20025811242237274,0.10867209554956503,16757,162070,32500,145313,31000,16739,1494,212803,20,44.44444444444445,55.55555555555555,844,156,0.844,0.4444444444444445,18.99,2.8080000000000003,6.762820512820512,844,1000,0.4444444444444445,0.844,3.8479065542093374e-151,True,5.0,0.5,0.005,100.0,1.0,3.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0__rep04,T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0,4,1004,500,1000,1500,1000,True,109.60705856707382,301.28108163975986,191.67402307268605,5.217191062039653,0.19167402307268605,0.11006594426942229,16177,150362,30014,134185,28514,16155,1491,198022,20,44.44444444444445,55.55555555555555,831,169,0.831,0.4444444444444445,18.697499999999998,3.0420000000000003,6.146449704142011,831,1000,0.4444444444444445,0.831,1.2526054892637626e-140,True,5.0,0.5,0.005,100.0,1.0,3.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0__rep05,T0p5_c0p005_ratio_1e2_betaR3p5_betaT3p0,5,1005,500,1000,1500,1000,True,101.8441115351784,292.4345420658327,190.59043053065432,5.246853145856981,0.1905904305306543,0.10807222418128504,15900,146012,29254,130112,27754,15878,1495,192639,20,44.44444444444445,55.55555555555555,822,178,0.822,0.4444444444444445,18.494999999999997,3.204,5.772471910112358,822,1000,0.4444444444444445,0.822,1.170850491042487e-133,True,5.0,0.5,0.005,100.0,1.0,3.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0__rep01,T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0,1,1001,500,1000,1500,1000,True,192.12182058904256,587.738777346006,395.6169567569635,2.5276975188258244,0.39561695675696346,0.21197654806364596,21419,294291,59089,272872,57589,21404,1495,376279,20,44.44444444444445,55.55555555555555,854,146,0.854,0.4444444444444445,19.214999999999996,2.628,7.311643835616437,854,1000,0.4444444444444445,0.854,1.3251382555475106e-159,True,5.0,0.5,0.005,100.0,1.0,3.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0__rep02,T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0,2,1002,500,1000,1500,1000,True,210.32759438149483,628.9941916267157,418.66659724522094,2.3885354279034616,0.41866659724522093,0.22120910265635985,22530,315673,63225,293143,61725,22525,1498,402921,20,44.44444444444445,55.55555555555555,888,112,0.888,0.4444444444444445,19.979999999999997,2.016,9.910714285714285,888,1000,0.4444444444444445,0.888,4.13162644102425e-191,True,5.0,0.5,0.005,100.0,1.0,3.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0__rep03,T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0,3,1003,500,1000,1500,1000,True,195.00168201618774,590.5338024966454,395.5321204804577,2.528239675668534,0.3955321204804577,0.1952550235027104,21750,296050,59217,274300,57717,21737,1494,378498,20,44.44444444444445,55.55555555555555,863,137,0.863,0.4444444444444445,19.417499999999997,2.466,7.874087591240874,863,1000,0.4444444444444445,0.863,1.6189320530167485e-167,True,5.0,0.5,0.005,100.0,1.0,3.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0__rep04,T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0,4,1004,500,1000,1500,1000,True,170.0746119094025,551.2298921300984,381.1552802206959,2.6236026414772,0.3811552802206959,0.19986308949050624,20595,275526,54963,254931,53463,20590,1498,352577,20,44.44444444444445,55.55555555555555,852,148,0.852,0.4444444444444445,19.169999999999998,2.664,7.195945945945945,852,1000,0.4444444444444445,0.852,6.9504487443101295e-158,True,5.0,0.5,0.005,100.0,1.0,3.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0__rep05,T0p5_c0p005_ratio_1e2_betaR3p5_betaT5p0,5,1005,500,1000,1500,1000,True,184.06824591829698,600.5777412350188,416.5094953167219,2.400905648596512,0.4165094953167219,0.22086509017137246,21630,299905,59872,278275,58372,21620,1495,382892,20,44.44444444444445,55.55555555555555,871,129,0.871,0.4444444444444445,19.597499999999997,2.322,8.439922480620153,871,1000,0.4444444444444445,0.871,8.451657987716941e-175,True,5.0,0.5,0.005,100.0,1.0,3.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2__rep01,T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2,1,1001,500,1000,1500,1000,True,82.26685545334577,229.512622429745,147.24576697639924,6.791366709783117,0.14724576697639924,0.09784014438042021,15838,115677,22905,99839,21405,15796,1494,155872,20,44.44444444444445,55.55555555555555,842,158,0.842,0.4444444444444445,18.944999999999997,2.8440000000000003,6.661392405063289,842,1000,0.4444444444444445,0.842,1.7290298849947715e-149,True,5.0,0.5,0.005,100.0,1.0,5.0,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2__rep02,T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2,2,1002,500,1000,1500,1000,True,78.80252518026766,240.25363819271342,161.45111301244577,6.193825371293124,0.16145111301244577,0.10097849026897876,15312,120850,24167,105538,22667,15284,1492,161793,20,44.44444444444445,55.55555555555555,882,118,0.882,0.4444444444444445,19.845,2.124,9.34322033898305,882,1000,0.4444444444444445,0.882,3.224497784951725e-185,True,5.0,0.5,0.005,100.0,1.0,5.0,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2__rep03,T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2,3,1003,500,1000,1500,1000,True,79.98925642164839,223.63138426061474,143.64212783896636,6.961745937940123,0.14364212783896635,0.09012857055596157,15207,111921,22570,96714,21070,15157,1495,151143,20,44.44444444444445,55.55555555555555,885,115,0.885,0.4444444444444445,19.912499999999998,2.0700000000000003,9.619565217391303,885,1000,0.4444444444444445,0.885,3.814287661227728e-188,True,5.0,0.5,0.005,100.0,1.0,5.0,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2__rep04,T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2,4,1004,500,1000,1500,1000,True,80.6391304945716,226.63104966651338,145.9919191719418,6.84969418630802,0.1459919191719418,0.09586271232205945,15653,113232,22921,97579,21421,15613,1495,153261,20,44.44444444444445,55.55555555555555,871,129,0.871,0.4444444444444445,19.597499999999997,2.322,8.439922480620153,871,1000,0.4444444444444445,0.871,8.451657987716941e-175,True,5.0,0.5,0.005,100.0,1.0,5.0,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2__rep05,T0p5_c0p005_ratio_1e2_betaR5p0_betaT1p2,5,1005,500,1000,1500,1000,True,81.31604576989204,235.59194022867354,154.2758944587815,6.481894034762339,0.15427589445878148,0.09717994415517239,16041,117772,23417,101731,21917,15976,1494,158659,20,44.44444444444445,55.55555555555555,860,140,0.86,0.4444444444444445,19.349999999999998,2.5200000000000005,7.678571428571426,860,1000,0.4444444444444445,0.86,7.569446380441166e-165,True,5.0,0.5,0.005,100.0,1.0,5.0,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0__rep01,T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0,1,1001,500,1000,1500,1000,True,151.8973717079677,468.59068670399006,316.69331499602237,3.1576290140906824,0.3166933149960224,0.1973673418397084,19649,234881,46859,215232,45359,19622,1494,302856,20,44.44444444444445,55.55555555555555,883,117,0.883,0.4444444444444445,19.867499999999996,2.1060000000000003,9.433760683760681,883,1000,0.4444444444444445,0.883,3.443305965423081e-186,True,5.0,0.5,0.005,100.0,1.0,5.0,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0__rep02,T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0,2,1002,500,1000,1500,1000,True,156.8793992046492,456.80579366250026,299.9263944578511,3.334151373398152,0.2999263944578511,0.17028983068757952,19282,229867,45821,210585,44321,19246,1493,296427,20,44.44444444444445,55.55555555555555,907,93,0.907,0.4444444444444445,20.4075,1.6740000000000002,12.190860215053762,907,1000,0.4444444444444445,0.907,7.690399260947758e-211,True,5.0,0.5,0.005,100.0,1.0,5.0,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0__rep03,T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0,3,1003,500,1000,1500,1000,True,149.19222824239728,458.2014073911077,309.0091791487104,3.2361498216813516,0.3090091791487104,0.1883261854731444,19048,228884,45820,209836,44320,19021,1496,295221,20,44.44444444444445,55.55555555555555,906,94,0.906,0.4444444444444445,20.384999999999998,1.6920000000000002,12.04787234042553,906,1000,0.4444444444444445,0.906,9.285341886087033e-210,True,5.0,0.5,0.005,100.0,1.0,5.0,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0__rep04,T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0,4,1004,500,1000,1500,1000,True,156.68296391264892,473.3499365368873,316.6669726242384,3.157891685744615,0.3166669726242384,0.18858597671444954,19523,236723,47236,217200,45736,19507,1498,304964,20,44.44444444444445,55.55555555555555,907,93,0.907,0.4444444444444445,20.4075,1.6740000000000002,12.190860215053762,907,1000,0.4444444444444445,0.907,7.690399260947758e-211,True,5.0,0.5,0.005,100.0,1.0,5.0,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0__rep05,T0p5_c0p005_ratio_1e2_betaR5p0_betaT2p0,5,1005,500,1000,1500,1000,True,139.77152249934105,456.5385375608953,316.7670150615543,3.1568943496395283,0.3167670150615543,0.18574360966658787,19063,228211,45429,209148,43929,19038,1495,294173,20,44.44444444444445,55.55555555555555,895,105,0.895,0.4444444444444445,20.137499999999996,1.8900000000000001,10.654761904761902,895,1000,0.4444444444444445,0.895,3.493799181383108e-198,True,5.0,0.5,0.005,100.0,1.0,5.0,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0__rep01,T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0,1,1001,500,1000,1500,1000,True,233.68951575912305,734.6525135758067,500.9629978166836,1.9961554133902881,0.5009629978166836,0.2949269960336949,24958,367101,73660,342143,72160,24941,1496,467198,20,44.44444444444445,55.55555555555555,907,93,0.907,0.4444444444444445,20.4075,1.6740000000000002,12.190860215053762,907,1000,0.4444444444444445,0.907,7.690399260947758e-211,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
